numeropol,debut_pol,fin_pol,freq_paiement,langue,type_prof,alimentation,type_territoire,utilisation,presence_alarme,annee_veh,marque_voiture,sexe,date_naissance,couleur_voiture,annee_permis,myopie,cheveux,cout1,cout2,cout3,cout4,cout5,cout6,cout7,nbsin,equipe
387,23-2-1999,13-5-1999,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,NISSAN,M,13-11-1932,Autre,1967,N,Bruns,,,,,,,,0,3
389,23-2-1996,12-12-1996,1,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,FORD,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
389,13-12-1996,22-2-1997,1,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
389,23-2-1997,22-2-1998,1,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
389,23-2-1998,22-2-1999,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
389,23-2-1999,22-2-2000,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Blonds,,,,,,,,0,3
389,23-2-2000,22-2-2001,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,4502.142857,,,,,,,1,3
389,23-2-2001,22-2-2002,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
389,23-2-2002,22-2-2003,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Blonds,,,,,,,,0,3
389,23-2-2003,22-2-2004,1,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1993,GM,M,6-5-1957,Autre,1978,Y,Bruns,,,,,,,,0,3
419,1-9-1996,31-8-1997,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1984,SUZUKI,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,1-9-1997,10-12-1997,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1984,SUZUKI,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,11-12-1997,31-8-1998,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,NISSAN,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,1-9-1998,31-8-1999,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,NISSAN,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,1-9-1999,31-8-2000,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,NISSAN,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,1-9-2000,31-8-2001,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,NISSAN,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
419,1-9-2002,31-8-2003,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1988,NISSAN,M,15-10-1958,Autre,1976,Y,Bruns,,,,,,,,0,3
431,4-5-1996,3-5-1997,1,F,Avocat,Végétarien,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Roux,,,,,,,,0,3
431,4-5-1998,3-5-1999,1,F,Avocat,Végétarien,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Bruns,,,,,,,,0,3
431,4-5-1999,3-5-2000,1,F,Avocat,Végétarien,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Bruns,,,,,,,,0,3
431,4-5-2000,3-5-2001,1,F,Avocat,Carnivore,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Bruns,,,,,,,,0,3
431,18-1-2002,3-5-2002,1,F,Avocat,Carnivore,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Bruns,,,,,,,,0,3
431,4-5-2002,3-5-2003,1,F,Avocat,Carnivore,Urbain,Loisir,0,1993,FORD,M,5-1-1932,Autre,1965,Y,Bruns,,,,,,,,0,3
439,1-7-1995,30-6-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1991,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,1-7-1996,4-5-1997,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1991,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,883.4099379,,,,,,,1,3
439,1-7-1997,30-6-1998,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,1-7-1998,30-6-1999,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,1-7-2000,30-6-2001,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,1-7-2001,30-6-2002,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,1-7-2002,17-10-2002,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,5012.962733,,,,,,,1,3
439,18-10-2002,11-11-2002,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1997,HONDA,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
439,12-11-2002,30-6-2003,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,2002,PEUGEOT,M,10-2-1944,Autre,1967,Y,Bruns,,,,,,,,0,3
441,1-4-1995,31-10-1995,12,F,Ingénieur,Carnivore,Semi-urbain,Travail-quotidien,1,1983,AUDI,F,22-11-1930,Autre,1967,Y,Blonds,,,,,,,,0,3
451,13-4-1996,16-7-1996,12,F,Autre,Végétarien,Rural,Travail-occasionnel,0,1995,MERCEDES-BENZ,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,17-7-1996,12-4-1997,12,F,Autre,Végétarien,Rural,Travail-occasionnel,1,1990,HONDA,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,13-4-1997,4-5-1997,12,F,Autre,Carnivore,Rural,Travail-occasionnel,1,1990,HONDA,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,5-5-1997,4-1-1998,12,F,Autre,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,HONDA,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,5-1-1998,12-4-1998,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1997,RENAULT,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,13-4-1998,14-5-1998,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1997,RENAULT,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,15-5-1998,12-4-1999,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1997,RENAULT,M,10-2-1947,Autre,1970,Y,Blonds,,,,,,,,0,3
451,13-4-1999,12-4-2000,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1997,RENAULT,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
451,19-1-2001,12-4-2001,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1995,VOLKSWAGEN,M,10-2-1947,Autre,1970,Y,Bruns,9463.21118,,,,,,,1,3
451,13-4-2001,12-4-2002,12,F,Autre,Carnivore,Rural,Travail-occasionnel,0,1995,VOLKSWAGEN,M,10-2-1947,Autre,1970,Y,Bruns,,,,,,,,0,3
484,16-6-1995,23-4-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1986,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
484,17-2-1997,15-6-1997,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1986,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
484,16-6-1997,15-3-1998,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1987,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
484,16-6-1999,15-6-2000,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1989,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,31.68944099,,,,,,,1,3
484,16-6-2000,15-6-2001,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1989,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
484,16-6-2001,10-3-2002,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1989,NISSAN,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
484,11-3-2002,15-6-2002,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1993,AUDI,M,29-4-1951,Autre,1970,Y,Blonds,,,,,,,,0,3
484,16-6-2002,15-6-2003,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1993,AUDI,M,29-4-1951,Autre,1970,Y,Bruns,,,,,,,,0,3
494,13-8-1995,12-8-1996,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1986,LADA,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,29-5-1997,12-2-1998,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1988,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,13-2-1998,7-9-1998,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1988,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,1142.204969,,,,,,,1,3
494,28-1-1999,12-2-1999,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,13-2-1999,31-12-1999,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,1-1-2000,12-2-2000,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,13-2-2000,12-2-2001,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,2-3-2001,12-2-2002,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Bruns,,,,,,,,0,3
494,13-2-2003,12-2-2004,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1999,VOLKSWAGEN,M,8-1-1959,Autre,1980,Y,Blonds,,,,,,,,0,3
496,1-3-1995,7-11-1995,12,F,Technicien,Végétalien,Rural,Travail-occasionnel,1,1986,NISSAN,F,8-1-1959,Autre,1979,Y,Bruns,,,,,,,,0,3
528,15-6-1995,30-10-1995,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1988,HONDA,M,1-8-1965,Autre,1983,Y,Bruns,,,,,,,,0,3
528,31-10-1995,14-6-1996,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Bruns,,,,,,,,0,3
528,15-6-1996,14-6-1997,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Bruns,,,,,,,,0,3
528,15-6-1997,14-6-1998,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Bruns,3639.664596,,,,,,,1,3
528,15-6-2000,14-6-2001,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Bruns,,,,,,,,0,3
528,15-6-2001,28-1-2002,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Bruns,,,,,,,,0,3
528,29-1-2002,14-6-2002,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,VOLKSWAGEN,M,1-8-1965,Autre,1983,Y,Roux,,,,,,,,0,3
529,2-3-1995,1-3-1996,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1987,VOLKSWAGEN,F,16-7-1950,Autre,1988,Y,Bruns,,,,,,,,0,3
529,2-3-1996,1-3-1997,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1987,VOLKSWAGEN,F,16-7-1950,Autre,1988,Y,Bruns,,,,,,,,0,3
529,2-3-1997,1-3-1998,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1987,VOLKSWAGEN,F,16-7-1950,Autre,1988,Y,Bruns,,,,,,,,0,3
529,2-3-1999,29-8-1999,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,1,1987,VOLKSWAGEN,F,16-7-1950,Autre,1988,Y,Bruns,,,,,,,,0,3
529,30-8-1999,28-10-1999,12,F,Infirmière,Carnivore,Rural,Travail-occasionnel,0,1994,NISSAN,F,16-7-1950,Autre,1988,Y,Bruns,,,,,,,,0,3
539,1-12-1995,31-5-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1995,FORD,M,6-10-1963,Autre,1983,Y,Blonds,,,,,,,,0,3
539,1-6-1996,31-5-1997,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,1,1995,FORD,M,6-10-1963,Autre,1983,Y,Bruns,,,,,,,,0,3
539,1-6-2000,31-5-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,FORD,M,6-10-1963,Autre,1983,Y,Bruns,,,,,,,,0,3
539,1-6-2001,31-5-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,FORD,M,6-10-1963,Autre,1983,Y,Bruns,492.6459627,,,,,,,1,3
539,1-6-2002,31-5-2003,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,FORD,M,6-10-1963,Autre,1983,Y,Bruns,,,,,,,,0,3
549,9-2-1998,23-8-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,GM,M,10-3-1948,Autre,1976,Y,Blonds,568.5217391,,,,,,,1,3
549,24-8-1998,8-2-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1998,GM,M,10-3-1948,Autre,1976,Y,Bruns,,,,,,,,0,3
550,1-7-1995,30-6-1996,1,F,Actuaire,Végétarien,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,17-8-1947,Autre,1965,Y,Bruns,,,,,,,,0,3
550,1-7-1996,30-6-1997,1,F,Actuaire,Végétarien,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,17-8-1947,Autre,1965,Y,Bruns,207.6149068,,,,,,,1,3
550,1-7-1997,30-6-1998,1,F,Actuaire,Végétarien,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,17-8-1947,Autre,1965,Y,Bruns,,,,,,,,0,3
550,1-7-1998,3-2-1999,1,F,Actuaire,Végétarien,Semi-urbain,Travail-occasionnel,1,1990,TOYOTA,M,17-8-1947,Autre,1965,Y,Bruns,,,,,,,,0,3
560,15-7-2000,26-4-2001,12,F,Infirmière,Végétarien,Rural,Travail-occasionnel,1,1991,GM,M,11-12-1961,Autre,1986,Y,Bruns,35277.57764,,,,,,,1,3
560,15-7-2001,14-7-2002,12,F,Infirmière,Végétalien,Rural,Travail-occasionnel,1,1995,SEAT,M,11-12-1961,Autre,1986,Y,Roux,,,,,,,,0,3
560,15-7-2002,27-3-2003,12,F,Infirmière,Végétalien,Rural,Travail-occasionnel,1,1995,SEAT,M,11-12-1961,Autre,1986,Y,Bruns,,,,,,,,0,3
560,28-3-2003,14-7-2003,12,F,Infirmière,Végétalien,Rural,Travail-occasionnel,1,1995,SEAT,M,11-12-1961,Autre,1986,Y,Bruns,,,,,,,,0,3
569,25-4-1997,28-5-1997,1,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,12-11-1955,Autre,1981,Y,Bruns,,,,,,,,0,3
569,29-5-1997,24-4-1998,1,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,TOYOTA,M,12-11-1955,Autre,1981,Y,Bruns,,,,,,,,0,3
569,25-4-1999,24-4-2000,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1997,TOYOTA,M,12-11-1955,Autre,1981,Y,Bruns,,,,,,,,0,3
569,25-4-2000,24-4-2001,1,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,TOYOTA,M,12-11-1955,Autre,1981,Y,Blonds,,,,,,,,0,3
569,25-4-2001,24-4-2002,1,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,TOYOTA,M,12-11-1955,Autre,1981,Y,Bruns,,,,,,,,0,3
569,25-4-2002,24-4-2003,1,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1997,TOYOTA,M,12-11-1955,Autre,1981,Y,Bruns,,,,,,,,0,3
570,1-7-1995,13-9-1995,12,F,Technicien,Végétalien,Rural,Travail-occasionnel,0,1994,AUDI,F,5-11-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
572,20-6-1997,19-6-1998,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1991,MAZDA,M,3-6-1928,Autre,1975,Y,Blonds,,,,,,,,0,3
572,20-6-1998,10-7-1998,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1991,MAZDA,M,3-6-1928,Autre,1975,Y,Bruns,,,,,,,,0,3
579,29-6-1995,28-6-1996,12,F,Avocat,Carnivore,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Blonds,264.7826087,2105.925466,,,,,,2,3
579,29-6-1996,28-6-1997,12,F,Avocat,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,634.4658385,510.3850932,,,,,,2,3
579,29-6-1997,28-6-1998,12,F,Avocat,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,2980.881988,,,,,,,1,3
579,29-6-1998,28-6-1999,12,F,Avocat,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,410.5962733,,,,,,,1,3
579,29-6-1999,28-6-2000,12,F,Avocat,Carnivore,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,,,,,,,,0,3
579,29-6-2000,28-6-2001,12,F,Avocat,Carnivore,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,,,,,,,,0,3
579,29-6-2001,28-6-2002,12,F,Avocat,Carnivore,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Bruns,,,,,,,,0,3
579,29-6-2002,28-6-2003,12,F,Avocat,Carnivore,Semi-urbain,Travail-occasionnel,1,1995,VOLKSWAGEN,F,3-3-1952,Autre,1975,Y,Blonds,,,,,,,,0,3
599,17-6-1996,10-2-1997,12,F,Médecin,Végétarien,Semi-urbain,Travail-occasionnel,1,1987,TOYOTA,M,20-3-1952,Autre,1968,N,Bruns,,,,,,,,0,3
599,11-2-1997,10-2-1998,12,F,Médecin,Végétarien,Semi-urbain,Travail-occasionnel,1,1987,TOYOTA,M,20-3-1952,Autre,1968,N,Bruns,,,,,,,,0,3
599,11-2-1998,10-2-1999,12,F,Médecin,Végétarien,Semi-urbain,Travail-occasionnel,1,1987,TOYOTA,M,20-3-1952,Autre,1968,N,Bruns,,,,,,,,0,3
599,11-2-1999,10-2-2000,12,F,Médecin,Carnivore,Semi-urbain,Travail-occasionnel,1,1987,TOYOTA,M,20-3-1952,Autre,1968,N,Blonds,,,,,,,,0,3
599,27-9-2000,10-2-2001,12,F,Médecin,Carnivore,Semi-urbain,Travail-occasionnel,1,1987,TOYOTA,M,20-3-1952,Autre,1968,N,Bruns,,,,,,,,0,3
605,15-4-1999,1-8-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1996,GM,M,3-12-1968,Autre,1986,N,Blonds,,,,,,,,0,3
605,2-8-1999,5-4-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1990,MAZDA,M,3-12-1968,Autre,1986,N,Bruns,,,,,,,,0,3
605,18-5-2000,25-9-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,MAZDA,M,3-12-1968,Autre,1986,N,Bruns,212.863354,,,,,,,1,3
605,15-4-2002,14-4-2003,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1996,VOLKSWAGEN,M,3-12-1968,Autre,1986,N,Blonds,,,,,,,,0,3
607,10-3-1995,12-7-1995,12,F,Médecin,Végétarien,Urbain,Travail-occasionnel,1,1988,RENAULT,M,16-6-1962,Autre,1984,Y,Bruns,,,,,,,,0,3
609,1-5-1997,16-2-1998,12,F,Avocat,Végétarien,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,17-2-1998,30-4-1998,12,F,Avocat,Végétarien,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,1-5-1998,30-4-1999,12,F,Avocat,Végétarien,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,1-5-1999,30-4-2000,12,F,Avocat,Végétarien,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,1-5-2000,30-4-2001,12,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,1-5-2001,30-4-2002,12,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,1-5-2002,4-3-2003,12,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1995,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
609,5-3-2003,30-4-2003,12,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,2003,HONDA,F,28-9-1954,Autre,1975,Y,Bruns,,,,,,,,0,3
612,11-2-1996,29-2-1996,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1994,FORD,M,9-5-1948,Autre,1972,Y,Blonds,,,,,,,,0,3
612,17-3-1996,10-2-1997,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1994,FORD,M,9-5-1948,Autre,1972,Y,Bruns,415.2732919,10586.13043,,,,,,2,3
612,11-2-1997,2-4-1997,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1994,FORD,M,9-5-1948,Autre,1972,Y,Blonds,,,,,,,,0,3
612,3-4-1997,10-2-1998,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1997,FORD,M,9-5-1948,Autre,1972,Y,Bruns,419.1863354,866.931677,,,,,,2,3
612,11-2-1998,17-10-1998,12,F,Technicien,Carnivore,Rural,Travail-occasionnel,0,1997,FORD,M,9-5-1948,Autre,1972,Y,Bruns,109.9192547,,,,,,,1,3
613,31-3-1995,9-7-1995,12,F,Autre,Végétarien,Rural,Travail-occasionnel,0,1995,RENAULT,M,10-2-1947,Autre,1968,Y,Bruns,14712.00621,,,,,,,1,3
615,1-3-1995,6-9-1995,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1990,GM,M,19-8-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
615,7-9-1995,29-2-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1990,GM,M,19-8-1962,Autre,1985,Y,Blonds,,,,,,,,0,3
615,1-3-1996,28-2-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1990,GM,M,19-8-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
615,1-3-2000,30-5-2000,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,1990,GM,M,19-8-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
615,1-3-2001,18-11-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1995,RENAULT,M,19-8-1962,Autre,1985,Y,Bruns,,,,,,,,0,3
626,17-2-2001,3-1-2002,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,0,1998,HONDA,F,26-11-1960,Autre,1979,Y,Bruns,,,,,,,,0,3
626,4-1-2002,16-2-2002,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,0,1998,CHRYSLER,F,26-11-1960,Autre,1979,Y,Bruns,,,,,,,,0,3
626,17-2-2002,16-2-2003,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,0,1998,CHRYSLER,F,26-11-1960,Autre,1979,Y,Bruns,,,,,,,,0,3
626,17-2-2003,16-2-2004,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,0,1998,CHRYSLER,F,26-11-1960,Autre,1979,Y,Blonds,,,,,,,,0,3
635,27-4-1998,26-4-1999,1,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1989,TOYOTA,F,13-1-1963,Autre,1986,Y,Bruns,,,,,,,,0,3
635,28-4-1999,26-1-2000,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1989,TOYOTA,F,13-1-1963,Autre,1986,Y,Bruns,,,,,,,,0,3
635,27-1-2000,26-4-2000,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1989,TOYOTA,F,13-1-1963,Autre,1986,Y,Bruns,,,,,,,,0,3
635,27-4-2000,22-3-2001,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1989,TOYOTA,F,13-1-1963,Autre,1986,Y,Bruns,,,,,,,,0,3
635,27-4-2001,26-4-2002,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1991,RENAULT,F,13-1-1963,Autre,1986,Y,Blonds,123.0372671,,,,,,,1,3
635,27-4-2002,7-3-2003,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,1,1991,RENAULT,F,13-1-1963,Autre,1986,Y,Bruns,,,,,,,,0,3
635,8-3-2003,26-4-2003,12,F,Technicien,Carnivore,Urbain,Travail-occasionnel,0,1999,PEUGEOT,F,13-1-1963,Autre,1986,Y,Blonds,,,,,,,,0,3
641,30-3-1995,29-3-1996,12,A,Informaticien,Végétalien,Urbain,Travail-occasionnel,1,1988,MERCEDES-BENZ,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
641,29-1-1997,29-3-1997,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
