LONGITUDE,LATITUDE,ENQUÊTE,ANNÉE,PROVINCE,COMMUNAUTÉ,RÉSULTAT
-82.427,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.425,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.399,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.397,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.395,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.394,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.389,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.377,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.594,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.499,42.595,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.431,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.413,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.405,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.402,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.401,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.397,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.389,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.388,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.387,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.386,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.384,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.342,42.595,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.553,42.595,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.467,42.595,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.476,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.404,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.403,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.402,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.401,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.399,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.398,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.395,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.394,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.393,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.392,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.387,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.386,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.385,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.384,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.383,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.382,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.38,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.377,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.373,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.368,42.596,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.618,42.596,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.617,42.596,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.473,42.596,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-80.642,42.596,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE NORFOLK,NON DÉTECTÉ
-82.405,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.404,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.403,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.402,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.401,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.397,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.394,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.393,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.391,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.389,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.388,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.386,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.385,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.384,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.383,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.382,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.381,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.38,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.378,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.373,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.339,42.597,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.617,42.597,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.616,42.597,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.57,42.597,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.569,42.597,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.506,42.598,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.466,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.408,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.406,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.404,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.403,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.396,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.395,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.39,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.389,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.383,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.381,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.38,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.379,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.375,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.363,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.356,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.346,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.34,42.598,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.615,42.598,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.594,42.598,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.506,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.475,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.407,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.388,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.384,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.382,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.379,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.375,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.374,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.368,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.367,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.365,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.36,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.355,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.352,42.599,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.617,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.614,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.611,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.61,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.555,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.551,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.547,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.545,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.482,42.599,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.393,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.392,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.389,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.388,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.382,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.373,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.6,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.613,42.6,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.612,42.6,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.608,42.6,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.591,42.6,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.446,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.386,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.373,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.372,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.366,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.339,42.601,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.608,42.601,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.606,42.601,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.589,42.601,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.479,42.601,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.396,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.388,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.387,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.385,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.368,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.367,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.366,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.365,42.602,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.609,42.602,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.549,42.602,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.395,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.393,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.392,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.391,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.367,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.355,42.603,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.609,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.605,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.604,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.603,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.602,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.561,42.603,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.473,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.471,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.391,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.39,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.351,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.34,42.604,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.611,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.61,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.609,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.605,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.601,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.6,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.547,42.604,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.521,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.391,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.37,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.368,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.367,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.359,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.358,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.337,42.605,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.611,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.609,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.605,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.603,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.602,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.6,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.599,42.605,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.501,42.606,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.472,42.606,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.44,42.606,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.393,42.606,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.371,42.606,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.369,42.606,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-81.613,42.606,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.607,42.606,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.604,42.606,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-81.603,42.606,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ D'ELGIN,NON DÉTECTÉ
-82.502,42.607,AGRILE DU FRÊNE,2005,ONTARIO,COMTÉ DE LAMBTON,NON DÉTECTÉ
-82.476,42.607,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
-82.475,42.607,AGRILE DU FRÊNE,2005,ONTARIO,DIVISION DE CHATHAM-KENT,NON DÉTECTÉ
