numeropol,marque_voiture,couleur_voiture,presence_alarme,license_plate
57839,FORD,Autre,0,YOFB 355
57844,MITSUBISHI,Autre,1,74 39FG
57844,RENAULT,Autre,1,08 86PR
57844,TOYOTA,Autre,1,753 5TH
57846,GM,Rouge,1,D17 IZU
57846,RENAULT,Autre,0,EQ 9038
57849,MITSUBISHI,Autre,0,DWW 927
57854,FORD,Autre,0,UOW 725
57856,VOLKSWAGEN,Autre,1,GF3 845
57858,RENAULT,Autre,1,GDA 221
57861,RENAULT,Autre,0,42 77IO
57861,HONDA,Autre,0,GSD-0998
57862,RENAULT,Autre,0,PGE 501
57869,GM,Autre,1,293 1TE
57869,VOLKSWAGEN,Autre,1,FDZ60
57872,BMW,Autre,0,303 HLC
57883,TOYOTA,Autre,1,501 SXB
57893,VOLKSWAGEN,Autre,1,03 85FC
57903,FIAT,Autre,0,490 550
57903,GM,Autre,0,TQN42
57903,ALFA ROMEO,Autre,0,504 WSQ
57912,LADA,Autre,1,38 80CC
57915,HONDA,Autre,1,IBY 447
57922,LANCIA,Autre,0,GVFD-464
57936,TOYOTA,Autre,1,RDF 776
57938,VOLKSWAGEN,Autre,0,W74 RAA
57944,SKODA,Autre,1,WT 5287
57956,PEUGEOT,Autre,0,PQ 2881
57957,VOLKSWAGEN,Autre,1,859 WXT
57958,ROVER,Autre,0,HC 5870
57961,VOLKSWAGEN,Autre,1,352 IBY
57961,RENAULT,Autre,0,319 705
57965,RENAULT,Autre,0,LA 1783
57965,FIAT,Autre,0,GVBA-892
57969,VOLKSWAGEN,Autre,1,KU 2866
57969,GM,Autre,1,596 1YZ
57975,VOLKSWAGEN,Autre,1,747 CZA
57985,GM,Autre,1,YX 9516
58001,FORD,Autre,0,GVYF-564
58001,PEUGEOT,Autre,0,FD3 436
58006,PEUGEOT,Autre,1,944 VPZ
58009,SKODA,Autre,1,NOD56
58014,NISSAN,Autre,1,56 38DU
58050,VOLKSWAGEN,Autre,1,295 AIK
58050,HONDA,Autre,0,Z70 HIF
58070,VOLKSWAGEN,Autre,1,855 482
58072,VOLKSWAGEN,Autre,0,REG 982
58075,PEUGEOT,Autre,0,AY 9968
58078,FORD,Autre,1,JE9 13W
58078,MITSUBISHI,Autre,0,HCH 554
58085,MAZDA,Autre,1,GU9 178
58085,MAZDA,Autre,0,GR 8438
58086,RENAULT,Autre,1,VP1 725
58093,VOLKSWAGEN,Autre,0,DNW 245
58108,RENAULT,Rouge,1,CA2 359
58116,FORD,Autre,0,ZSS 453
58128,MITSUBISHI,Autre,0,WLE 409
58128,HONDA,Autre,0,KQL 954
58138,RENAULT,Autre,0,868 ZKH
58148,RENAULT,Autre,1,AL 5001
58148,DAEWOO,Autre,0,WNG-1222
58157,HONDA,Autre,1,XW7 295
58160,PEUGEOT,Autre,1,OL8 70C
58164,GM,Rouge,1,DRJ 151
58164,RENAULT,Rouge,1,UVS 227
58164,VOLVO,Rouge,1,ACX 942
58165,PEUGEOT,Autre,1,A36 DKD
58165,GM,Autre,0,953 9XJ
58174,VOLKSWAGEN,Autre,0,089039
58174,BMW,Autre,0,GVWK-638
58193,HYUNDAI,Autre,0,NLE25
58203,FORD,Autre,1,778 567
58204,VOLKSWAGEN,Autre,0,PLD-5395
58218,NISSAN,Autre,0,865748
58219,FORD,Autre,1,877 996
58219,MERCEDES-B,Autre,1,QWD42
58219,NISSAN,Autre,1,EK2 21N
58247,TOYOTA,Autre,1,EIO91
58247,HONDA,Autre,0,JBW-5111
58254,PEUGEOT,Autre,1,KO8 428
58272,VOLKSWAGEN,Autre,1,E32 FYC
58277,ALFA ROMEO,Autre,0,KSN 415
58279,HONDA,Autre,1,QG 8141
58285,HONDA,Autre,0,ULS 465
58293,FORD,Autre,1,GOA 084
58294,NISSAN,Autre,1,LBG86
58326,FORD,Autre,1,DPI-3406
58326,RENAULT,Autre,1,78 92BY
58339,PEUGEOT,Autre,1,PU2 935
58346,HONDA,Autre,1,LX 5612
58346,NISSAN,Autre,1,LUL 971
58363,VOLKSWAGEN,Autre,1,GVND-758
58363,VOLKSWAGEN,Autre,0,UMP-8802
58364,VOLKSWAGEN,Autre,1,716 ECJ
58370,TOYOTA,Autre,1,Z73 JTD
58370,GM,Autre,1,OBB 751
58380,VOLKSWAGEN,Autre,1,VBC-0885
58384,LADA,Autre,1,P59 TQV
58386,VOLKSWAGEN,Autre,1,JI 5400
58397,PEUGEOT,Autre,0,GVRY-413
58405,PEUGEOT,Autre,1,NW 2123
58406,RENAULT,Autre,0,VX8 21V
58417,VOLKSWAGEN,Autre,0,IIPE 021
58419,VOLKSWAGEN,Autre,1,EA 2445
58433,ALFA ROMEO,Autre,0,204 7WZ
58433,BMW,Autre,0,563 TBD
58440,TOYOTA,Autre,1,MJK 789
58440,NISSAN,Autre,1,M32 HBW
58446,TOYOTA,Rouge,1,MCL 105
58446,TOYOTA,Rouge,0,96 04BS
58450,MAZDA,Autre,1,UD 0414
58453,VOLKSWAGEN,Autre,0,A78 MKF
58458,TOYOTA,Autre,0,PQU 771
58464,VOLKSWAGEN,Autre,1,LHW06
58469,ROVER,Autre,0,34 45HD
58485,MERCEDES-B,Autre,1,RC 9882
58485,ROVER,Autre,1,GF3 13R
58488,FORD,Rouge,1,BEV 210
58501,PEUGEOT,Autre,0,20 21NS
58511,GM,Autre,0,18 38WP
58511,VOLKSWAGEN,Autre,0,ZMX 043
58517,PEUGEOT,Rouge,0,OGX 336
58517,PEUGEOT,Rouge,1,53 72NR
58519,HONDA,Autre,1,811 389
58534,PEUGEOT,Autre,1,ELV-0761
58534,AUDI,Autre,1,BW4 01X
58534,SUZUKI,Autre,0,LI 4580
58543,VOLVO,Autre,0,ZA 8099
58544,VOLKSWAGEN,Autre,1,GVKG-752
58545,FIAT,Autre,1,KTW-6175
58546,FORD,Autre,1,43 47TV
58546,GM,Autre,1,82 78MQ
58546,MITSUBISHI,Autre,1,XGS87
58549,HONDA,Autre,0,DK 8924
58554,VOLVO,Autre,1,816179
58554,NISSAN,Autre,1,VNT 894
58554,VOLKSWAGEN,Autre,1,RVR 553
58554,RENAULT,Autre,1,HTE-4709
58554,MAZDA,Autre,1,610 ZSX
58554,FIAT,Autre,1,G98 YEE
58569,MERCEDES-B,Autre,0,B99 HCU
58572,RENAULT,Autre,1,YME81
58584,FORD,Autre,1,YG5 22F
58584,PEUGEOT,Autre,0,CE7 645
58594,MERCEDES-B,Autre,0,OIM 535
58604,HONDA,Autre,0,PLK18
58605,HONDA,Autre,1,CWS 872
58608,BMW,Autre,1,XQN 680
58611,TOYOTA,Autre,1,MDX 587
58617,BMW,Autre,1,VKL 404
58617,TOYOTA,Autre,0,QXHT 420
58623,VOLKSWAGEN,Autre,0,PX4 807
58629,MAZDA,Autre,0,JU2 156
58638,GM,Autre,0,YSK-1796
58638,PEUGEOT,Autre,0,DNY 337
58647,FIAT,Autre,1,510 YAQ
58648,GM,Autre,0,BFT 636
58650,PEUGEOT,Autre,1,W65 AFT
58650,FORD,Autre,1,XY9 025
58652,BMW,Autre,0,UGC 163
58653,SEAT,Autre,1,OEW 515
58654,PEUGEOT,Rouge,1,CID 234
58657,GM,Rouge,1,964 1YO
58657,PEUGEOT,Rouge,1,UOHR 686
58662,TOYOTA,Autre,1,UMK-2839
58662,HONDA,Autre,1,908 293
58668,FIAT,Autre,0,LWQ 149
58692,VOLKSWAGEN,Autre,1,844 QXU
58697,GM,Rouge,0,SLS60
58707,HONDA,Autre,0,XW0 59D
58708,MITSUBISHI,Autre,1,279 VRM
58709,FORD,Rouge,1,NMMN 062
58746,PEUGEOT,Autre,1,C17 REN
58746,FORD,Autre,1,542 QGN
58748,VOLKSWAGEN,Autre,0,HP 4325
58779,RENAULT,Autre,1,314 WVI
58782,MERCEDES-B,Autre,1,CAT 794
58786,HONDA,Autre,1,OE 7462
58786,FORD,Autre,0,OSM 352
58787,MAZDA,Autre,1,388 HJA
58787,PEUGEOT,Autre,0,178 XWW
58787,TOYOTA,Autre,0,055 3NX
58790,NISSAN,Autre,1,301641
58790,HYUNDAI,Autre,1,QA 3495
58809,LADA,Autre,1,688 8UH
58814,MITSUBISHI,Autre,1,782 452
58817,PEUGEOT,Autre,1,FG3 524
58817,FORD,Autre,1,A52 JLO
58822,HYUNDAI,Autre,0,GVLE-828
58822,VOLKSWAGEN,Autre,0,Z21 ZRC
58834,RENAULT,Rouge,1,152 IBQ
58843,RENAULT,Autre,1,KNM 094
58848,MAZDA,Autre,1,FWO 242
58850,RENAULT,Autre,1,JF 4758
58852,PEUGEOT,Autre,1,691781
58852,FIAT,Autre,1,IR 8284
58852,VOLKSWAGEN,Autre,1,LSA 683
58862,VOLKSWAGEN,Autre,1,UEH 299
58867,FIAT,Autre,1,EQP-9066
58870,VOLKSWAGEN,Autre,1,QLCL 932
58877,VOLKSWAGEN,Autre,1,611 6QH
58880,MERCEDES-B,Autre,0,CUY 337
58898,RENAULT,Autre,1,742 694
58900,HONDA,Autre,1,VAB 907
58901,VOLVO,Autre,1,WL2 706
58901,GM,Autre,1,307 JDK
58901,DAEWOO,Autre,0,LV 2083
58904,SUZUKI,Autre,1,WZS-0290
58904,MAZDA,Autre,1,WWF 223
58910,PEUGEOT,Autre,1,JW7 85N
58913,SEAT,Autre,1,DZE 457
58913,MITSUBISHI,Autre,1,IM 3796
58913,NISSAN,Autre,1,DTT 207
58925,MITSUBISHI,Autre,1,VWI63
58938,HONDA,Autre,1,GVVX-499
58952,VOLKSWAGEN,Autre,1,FWG42
58952,BMW,Autre,1,431 FDP
58952,AUDI,Autre,1,ET3 15A
58955,SAAB,Autre,0,632 253
58958,FORD,Autre,1,522 660
58958,HYUNDAI,Autre,0,221 137
58958,DAIHATSU,Autre,0,N52 FXT
58959,SEAT,Autre,1,F72 LRX
58959,DAIHATSU,Autre,1,499481
58960,SUZUKI,Autre,1,442 JQS
58963,KIA,Rouge,1,JL8 68N
58970,RENAULT,Autre,0,180862
58978,HONDA,Autre,0,899584
58980,GM,Autre,0,YU 6645
58988,LANCIA,Autre,0,UL 1939
58992,HONDA,Autre,1,136 KVE
58994,RENAULT,Autre,1,745767
58994,RENAULT,Autre,0,19 68UG
59004,VOLKSWAGEN,Rouge,0,LM2 429
59009,FORD,Rouge,1,FEO 672
59010,PEUGEOT,Autre,1,SV1 200
59026,MERCEDES-B,Autre,1,485 648
59028,NISSAN,Autre,1,994 8EA
59028,HONDA,Autre,1,SUN-4619
59035,TOYOTA,Autre,0,893 582
59044,RENAULT,Autre,1,XJ1 969
59047,PEUGEOT,Autre,1,KWM57
59047,VOLKSWAGEN,Autre,1,GVV 599
59047,HONDA,Autre,1,686755
59047,FORD,Autre,1,41 08FA
59054,LANCIA,Autre,0,ELL98
59057,PEUGEOT,Autre,0,742 159
59057,GM,Autre,0,424979
59065,MAZDA,Autre,1,XAL 924
59070,RENAULT,Autre,0,AIWI 048
59070,VOLKSWAGEN,Autre,1,PKC 543
59074,NISSAN,Autre,1,QSM 021
59085,GM,Autre,1,727 HXT
59092,FIAT,Rouge,0,LD7 31X
59113,PEUGEOT,Autre,1,KAN 712
59132,PEUGEOT,Autre,1,NJJ 786
59153,PEUGEOT,Autre,1,GVIL-221
59177,DAEWOO,Autre,1,SK4 00O
59180,RENAULT,Autre,1,RU4 145
59180,VOLKSWAGEN,Autre,1,U56 SMS
59192,VOLKSWAGEN,Autre,0,AM5 90Z
59194,MITSUBISHI,Autre,1,GM2 376
59194,FORD,Autre,1,AKB 477
59203,VOLKSWAGEN,Autre,0,GVYZ-090
59211,HONDA,Autre,0,XRU 530
59211,GM,Autre,1,TR 7706
59211,HONDA,Autre,1,464 EFD
59217,PEUGEOT,Autre,0,34 48OH
59218,VOLVO,Autre,0,OP4 453
59219,RENAULT,Autre,0,DXBQ 756
59221,PEUGEOT,Autre,0,GVAI-746
59226,PEUGEOT,Autre,0,060 JCZ
59226,MERCEDES-B,Autre,0,BLK-8300
59226,LANCIA,Autre,0,O20 DRL
59226,GM,Autre,0,078823
59234,RENAULT,Autre,1,UM 3191
59234,VOLKSWAGEN,Autre,0,SXP 996
59242,GM,Autre,1,EP 3974
59244,HONDA,Autre,1,B15 QFS
59245,VOLKSWAGEN,Autre,1,878 942
59245,VOLKSWAGEN,Autre,0,606 089
59256,HONDA,Autre,1,WYJV 852
59266,VOLKSWAGEN,Autre,1,51 07CY
59266,LANCIA,Autre,1,GRT 335
59266,GM,Autre,1,BLU82
59266,GM,Autre,0,JH8 537
59272,FORD,Autre,1,PIS-6133
59283,RENAULT,Autre,1,550 4XV
59283,PEUGEOT,Autre,0,12 56EA
59301,HYUNDAI,Autre,0,LAQ96
59318,VOLKSWAGEN,Autre,1,462 2BR
59329,VOLVO,Autre,0,SAC 032
59331,NISSAN,Autre,1,DRT 321
59331,FORD,Autre,1,GVJO-346
59335,VOLKSWAGEN,Autre,0,302 1QL
59342,VOLKSWAGEN,Autre,0,D70 IZN
59348,HONDA,Autre,1,168180
59367,VOLKSWAGEN,Autre,1,910 VNT
59367,HONDA,Autre,0,357096
59383,NISSAN,Autre,1,ZHT 508
59383,NISSAN,Autre,0,LYR-2555
59390,VOLKSWAGEN,Autre,0,101576
59390,RENAULT,Autre,0,CD8 87A
59390,PEUGEOT,Autre,0,GVHP-488
59392,FORD,Autre,1,VP9 36X
59392,BMW,Autre,1,TTL 757
59394,VOLKSWAGEN,Autre,0,IHQ 344
59398,GM,Autre,1,JYA 112
59398,BMW,Autre,0,024289
59420,HONDA,Autre,1,478 8ZM
59431,RENAULT,Rouge,1,WZ 9382
59434,GM,Autre,0,PO0 736
59476,MERCEDES-B,Autre,1,904 LUY
59480,MAZDA,Autre,1,LVW 730
59480,BMW,Autre,1,IXY41
59480,FORD,Autre,1,JO3 43T
59485,SUBARU,Autre,1,XFV-6207
59486,TOYOTA,Autre,0,95 45HN
59494,RENAULT,Autre,1,68 57ZZ
59496,ROVER,Autre,0,DKNB 864
59507,VOLKSWAGEN,Rouge,1,RH 6834
59507,MERCEDES-B,Rouge,0,VT 3983
59509,LANCIA,Rouge,0,SVF 055
59525,RENAULT,Autre,0,406 YVJ
59527,RENAULT,Autre,1,LUY 168
59531,AUDI,Autre,0,GVFR-849
59531,VOLKSWAGEN,Autre,0,W17 WUB
59535,VOLKSWAGEN,Autre,0,VQM 688
59536,SEAT,Autre,1,OPL 798
59539,MAZDA,Autre,1,M74 XMN
59539,DAIHATSU,Autre,0,UJ 8155
59557,VOLKSWAGEN,Autre,1,004 5BH
59564,HONDA,Autre,0,ACA-4725
59568,ALFA ROMEO,Rouge,0,GVLA-585
59588,VOLKSWAGEN,Autre,1,FRN 774
59595,VOLVO,Autre,0,124 1LT
59597,VOLKSWAGEN,Autre,0,402 173
59598,BMW,Rouge,0,03 51XB
59602,MAZDA,Autre,0,QYA 191
59602,TOYOTA,Autre,0,QC3 82Y
59631,TOYOTA,Autre,1,PHWL 536
59631,VOLKSWAGEN,Autre,1,CI 6740
59632,VOLKSWAGEN,Autre,0,NO 3330
59633,SEAT,Autre,1,073299
59633,MAZDA,Autre,0,ZLK 765
59635,TOYOTA,Autre,1,798 KXK
59638,NISSAN,Autre,0,BOB96
59645,HONDA,Autre,0,TSNY 864
59647,GM,Autre,1,G81 WIC
59647,PEUGEOT,Autre,1,170 FKF
59658,MERCEDES-B,Autre,1,802 CON
59658,MERCEDES-B,Autre,0,712 538
59659,RENAULT,Autre,0,WIP43
59671,SUZUKI,Autre,1,TUJ 216
59677,MAZDA,Autre,0,WU 6943
59679,MAZDA,Autre,0,ELA 198
59696,HONDA,Autre,1,AE 1062
59720,GM,Autre,0,AG 1626
59724,BMW,Autre,0,LUS 694
59729,MERCEDES-B,Autre,0,PJN 412
59731,FIAT,Autre,1,NAUA 005
59735,TOYOTA,Autre,1,GLS 717
59747,BMW,Autre,1,JGX 182
59747,HONDA,Autre,1,MRP 015
59747,ROVER,Autre,0,494 KSD
59749,VOLKSWAGEN,Autre,0,51 33PQ
59751,GM,Rouge,1,NI 9531
59751,HONDA,Rouge,1,801 3FZ
59751,GM,Rouge,0,PYH 627
59759,NISSAN,Rouge,0,Z73 IFU
59773,PEUGEOT,Autre,0,PVNA 534
59782,AUDI,Autre,0,NYY-0192
59816,RENAULT,Autre,1,QHT 587
59817,VOLKSWAGEN,Autre,1,NX 6956
59824,FORD,Autre,0,ULH61
59826,HONDA,Autre,1,GVOY-324
59828,VOLKSWAGEN,Autre,1,231 607
59828,MAZDA,Autre,1,344 720
59832,ROVER,Autre,1,RJU 317
59832,MAZDA,Autre,1,VMD 520
59832,FORD,Autre,1,SQL27
59832,HONDA,Autre,0,DA 7389
59846,PEUGEOT,Autre,1,NKS 290
59851,HONDA,Autre,1,312 WMN
59857,ALFA ROMEO,Autre,0,89 27UN
59861,HONDA,Autre,1,96 75MH
59862,LANCIA,Autre,0,869 EML
59870,NISSAN,Rouge,1,R96 PYI
59871,MERCEDES-B,Autre,0,LB8 16J
59872,HONDA,Autre,0,NAG 086
59874,FIAT,Autre,1,VR 9349
59874,ROVER,Autre,1,BGO 067
59881,VOLKSWAGEN,Autre,0,BX 8879
59883,GM,Autre,1,X46 MSB
59883,RENAULT,Autre,1,14 09UL
59887,RENAULT,Autre,0,Z85 HVW
59891,NISSAN,Rouge,1,FQ5 018
59891,PEUGEOT,Rouge,1,237 KOT
59891,PEUGEOT,Rouge,0,QJ 2351
59891,SEAT,Rouge,0,HTH 353
59900,VOLKSWAGEN,Rouge,0,TDQ 068
59900,GM,Rouge,0,107 FRJ
59907,FORD,Autre,0,OOUP 612
59907,HYUNDAI,Autre,0,ES0 63J
59953,MAZDA,Autre,1,ZL3 707
59953,MAZDA,Autre,0,AAQ33
59954,VOLKSWAGEN,Autre,0,K44 IYS
59976,HONDA,Autre,1,DCHY 273
59994,RENAULT,Autre,1,BUW 695
59994,DAIHATSU,Autre,0,NET 799
60002,NISSAN,Rouge,0,232 BWD
60014,ALFA ROMEO,Autre,1,BH8 166
60023,RENAULT,Rouge,1,928 PRR
60038,FIAT,Autre,1,WST 306
60046,NISSAN,Autre,1,FEM 899
60053,NISSAN,Autre,0,GVEN-676
60058,BMW,Autre,1,SFH 020
60064,FORD,Autre,1,UFW 006
60074,NISSAN,Autre,1,WUP-6213
60074,FORD,Autre,1,788971
60074,FIAT,Autre,0,023 VUO
60077,RENAULT,Autre,1,QH 9950
60077,VOLKSWAGEN,Autre,1,DLF 054
60077,VOLVO,Autre,1,EH6 867
60090,VOLKSWAGEN,Autre,1,MY 4111
60099,TOYOTA,Rouge,0,I05 ZJD
60099,AUDI,Rouge,0,T56 PLV
60102,TOYOTA,Autre,0,ZDS-9714
60104,GM,Rouge,0,PF3 50A
60112,LANCIA,Autre,0,FQK-3496
60112,NISSAN,Autre,0,QWL67
60114,FORD,Autre,1,EK1 66Y
60114,NISSAN,Autre,1,850 YEZ
60114,HONDA,Autre,0,416 EML
60115,HONDA,Autre,0,KM2 965
60115,TOYOTA,Autre,0,KRDD 871
60121,LANCIA,Autre,0,246 WOL
60121,NISSAN,Autre,0,EBD03
60130,SEAT,Autre,1,SJG 536
60130,VOLVO,Autre,1,GVYM-605
60147,AUDI,Autre,0,57 19FW
60150,SEAT,Autre,1,HMZ63
60160,HYUNDAI,Autre,0,DC0 42K
60164,TOYOTA,Autre,1,279235
60169,FIAT,Autre,1,X46 VTL
60170,RENAULT,Autre,1,SIZ 679
60177,PEUGEOT,Autre,1,VFE-0517
60177,RENAULT,Autre,0,81 57TB
60180,GM,Autre,1,QYV 538
60184,MITSUBISHI,Autre,1,MBBH 939
60184,VOLKSWAGEN,Autre,1,BZDK 016
60184,NISSAN,Autre,1,PZ 2964
60185,RENAULT,Autre,1,640287
60186,VOLKSWAGEN,Autre,1,NQ0 401
60196,MITSUBISHI,Autre,0,WIE 474
60199,RENAULT,Autre,0,N23 UDY
60199,VOLKSWAGEN,Autre,0,PUN 058
60203,MAZDA,Autre,0,XOQ 670
60216,BMW,Autre,1,857 NYW
60218,GM,Autre,1,II4 52G
60219,DAIHATSU,Autre,1,PZG 944
60219,PEUGEOT,Autre,1,UDLJ 902
60235,HONDA,Autre,0,OD 6384
60235,TOYOTA,Autre,0,LQ 6790
60235,MITSUBISHI,Autre,1,569 HBM
60235,SEAT,Autre,0,JDA66
60239,RENAULT,Autre,0,153685
60246,ALFA ROMEO,Autre,1,GL 6319
60246,GM,Autre,0,JVC 171
60256,AUDI,Autre,1,THH 483
60274,GM,Autre,0,180985
60274,PEUGEOT,Autre,0,550 GKA
60291,PEUGEOT,Autre,1,WJR36
60293,PEUGEOT,Autre,1,218 495
60293,FORD,Autre,1,432 VTJ
60293,MITSUBISHI,Autre,1,327 NUQ
60298,RENAULT,Autre,1,191 649
60298,FORD,Autre,1,GVRT-190
60298,VOLKSWAGEN,Autre,1,35 77WD
60300,GM,Autre,1,TYT33
60300,FORD,Autre,1,10 93VY
60306,VOLKSWAGEN,Autre,1,HH4 249
60306,MERCEDES-B,Autre,1,056 9GN
60316,CHRYSLER,Autre,0,GVBR-952
60324,Autres,Rouge,1,H01 ANB
60324,VOLKSWAGEN,Rouge,1,LPM 988
60334,PEUGEOT,Autre,1,IGB-8791
60342,NISSAN,Autre,1,765452
60342,RENAULT,Autre,1,Y10 JTX
60343,TOYOTA,Autre,1,NUF 008
60347,HONDA,Autre,1,DCZC 293
60352,GM,Autre,1,097 6FU
60370,MITSUBISHI,Autre,1,RJU26
60370,VOLKSWAGEN,Autre,0,245 EDG
60370,VOLKSWAGEN,Autre,1,582 193
60394,RENAULT,Autre,1,ABER 853
60400,GM,Rouge,0,DR3 156
60401,VOLVO,Autre,0,GVOD-696
60403,VOLKSWAGEN,Autre,1,HIZ 842
60412,BMW,Autre,0,SLG 875
60414,GM,Autre,1,VIN-8961
60414,GM,Autre,0,KR1 36L
60437,GM,Autre,1,MZ 1823
60450,PEUGEOT,Autre,1,AXO 347
60457,VOLKSWAGEN,Autre,0,Q98 OEO
60459,MAZDA,Autre,1,014 WON
60459,HONDA,Autre,1,914 DTR
60467,NISSAN,Autre,1,516 481
60467,MAZDA,Autre,1,GVWT-092
60484,NISSAN,Autre,1,KB4 722
60485,FIAT,Autre,1,AJB 014
60488,RENAULT,Autre,0,LYY 256
60491,ALFA ROMEO,Autre,0,361 KCR
60493,TOYOTA,Autre,1,FU 7633
60499,SAAB,Autre,1,KUQ 879
60523,VOLKSWAGEN,Autre,0,MB1 07Z
60524,SAAB,Autre,0,030 841
60530,GM,Autre,0,875 QZQ
60530,FIAT,Autre,0,X83 UFD
60543,TOYOTA,Autre,1,73 24CA
60545,TOYOTA,Autre,0,VRAO 969
60545,HONDA,Autre,0,GGTN 888
60545,Autres,Autre,0,GVUW-570
60549,PEUGEOT,Autre,1,DUF44
60549,GM,Autre,1,723 0SR
60553,VOLKSWAGEN,Autre,1,172 AVU
60559,PEUGEOT,Autre,1,UNG-2524
60559,GM,Autre,0,YHR23
60565,FIAT,Autre,1,AXRU 968
60569,PEUGEOT,Autre,1,694 KWC
60581,RENAULT,Autre,0,T67 EEY
60582,HONDA,Autre,0,015628
60588,FORD,Autre,1,VTG 574
60595,NISSAN,Rouge,1,186 928
60597,GM,Autre,0,BWV 083
60597,VOLKSWAGEN,Autre,0,432 1FP
60599,HONDA,Autre,1,HQ 6564
60599,NISSAN,Autre,1,382148
60599,FORD,Autre,1,XL 0942
60602,RENAULT,Autre,1,BG9 483
60602,MERCEDES-B,Autre,1,133 337
60603,RENAULT,Autre,1,RZR-9524
60636,MAZDA,Autre,1,GVCO-589
60636,TOYOTA,Autre,1,EKP-6324
60636,HONDA,Autre,1,143679
60637,RENAULT,Autre,0,AJ 7071
60642,RENAULT,Autre,0,760 625
60647,FIAT,Autre,0,GVIQ-402
60661,RENAULT,Autre,0,CZH 738
60664,NISSAN,Autre,1,AK4 125
60664,HONDA,Autre,1,GVXX-275
60676,MAZDA,Autre,1,FV1 38F
60678,TOYOTA,Autre,1,334 3VH
60696,PEUGEOT,Autre,1,ZIRS 869
60712,NISSAN,Autre,1,DWB94
60712,TOYOTA,Autre,1,OQN 068
60712,VOLKSWAGEN,Autre,1,302 ANQ
60712,HONDA,Autre,0,315 2SW
60712,VOLKSWAGEN,Autre,0,569 192
60723,HONDA,Autre,0,FJF 710
60730,FORD,Autre,1,HLK 980
60734,RENAULT,Autre,1,CNH-6948
60734,GM,Autre,0,497 SDU
60737,NISSAN,Rouge,1,UA0 14M
60752,VOLKSWAGEN,Rouge,0,VH6 583
60756,TOYOTA,Autre,0,JJA79
60756,NISSAN,Autre,1,DF 1870
60756,RENAULT,Autre,1,XE 6370
60759,MERCEDES-B,Autre,0,92 84SX
60759,MERCEDES-B,Autre,1,427 7EL
60770,LANCIA,Autre,0,PF2 70R
60770,FIAT,Autre,0,QCRC 997
60783,HONDA,Autre,1,AJC 436
60783,HONDA,Autre,0,TBM 515
60789,HONDA,Autre,0,00 90WL
60816,RENAULT,Autre,0,78 38YE
60819,VOLKSWAGEN,Autre,0,YP 9872
60819,PEUGEOT,Autre,0,104736
60833,GM,Autre,1,IZR 452
60846,VOLKSWAGEN,Autre,0,LKW-8979
60865,SEAT,Autre,0,GVOS-130
60869,PEUGEOT,Rouge,1,844 WBY
60869,VOLKSWAGEN,Rouge,1,NKB 542
60882,ROVER,Autre,0,OT 1242
60884,MAZDA,Autre,1,DTZ55
60884,BMW,Autre,1,SZI27
60885,TOYOTA,Autre,0,OPA 530
60885,FORD,Autre,0,315 SPB
60886,GM,Autre,0,459 359
60894,GM,Autre,0,63 91YY
60907,ALFA ROMEO,Autre,0,VOY 544
60907,BMW,Autre,0,121 0SS
60910,VOLKSWAGEN,Autre,0,LDY 981
60938,GM,Autre,1,JOL 941
60948,RENAULT,Autre,0,GVZI-098
60952,HONDA,Autre,1,662 QRG
60959,RENAULT,Autre,0,PZC85
60967,PEUGEOT,Autre,1,FJK 546
60967,VOLKSWAGEN,Autre,1,F95 HDR
60967,HONDA,Autre,0,BKS 455
60969,PEUGEOT,Autre,0,JU 8389
60979,SUZUKI,Autre,0,UJI 478
60996,PEUGEOT,Autre,0,179 IZQ
61005,VOLKSWAGEN,Autre,0,HJR 231
61005,SEAT,Autre,0,K22 HMY
61006,SKODA,Autre,0,LGS 876
61006,FORD,Autre,0,DPH-1151
61018,ROVER,Rouge,0,XRR-5962
61020,HONDA,Rouge,1,596 021
61029,NISSAN,Autre,0,XZ1 34X
61047,DAEWOO,Autre,0,M46 HTK
61049,HONDA,Autre,1,AJ2 283
61049,SKODA,Autre,0,YKH 899
61053,HYUNDAI,Autre,1,KB1 856
61056,TOYOTA,Rouge,1,805 825
61056,ROVER,Rouge,1,746 8DV
61067,VOLKSWAGEN,Autre,0,880498
61083,FIAT,Autre,1,GVBM-912
61090,RENAULT,Autre,0,DHE 763
61090,BMW,Autre,0,NUEV 779
61091,PEUGEOT,Autre,1,088 675
61091,PEUGEOT,Autre,0,OJBV 250
61105,Autres,Autre,0,CZ1 820
61109,ALFA ROMEO,Autre,0,CT4 407
61113,SEAT,Autre,1,ONS 178
61113,VOLKSWAGEN,Autre,0,MWP 675
61113,VOLKSWAGEN,Autre,1,JMK63
61137,FORD,Autre,1,097 4CV
61137,TOYOTA,Autre,1,LO 3520
61137,TOYOTA,Autre,0,576 QYG
61141,DAIHATSU,Autre,1,BDF33
61141,RENAULT,Autre,1,668 WHM
61141,GM,Autre,1,XLB 580
61187,VOLKSWAGEN,Autre,1,PDC 928
61202,PEUGEOT,Autre,0,AC0 43B
61208,VOLVO,Autre,1,XS 1591
61216,VOLKSWAGEN,Autre,0,648 216
61218,GM,Autre,0,FN 4236
61220,VOLKSWAGEN,Autre,1,ZGY 644
61220,NISSAN,Autre,1,21 48JL
61223,FORD,Autre,0,AA8 914
